segment_indices,filtered_phasic_gsr,phasic_gsr,tonic_gsr,peaklist,indexlist
"(0, 105)","[-2.41421070e-05 -1.28837382e-04 -2.33803844e-04 -3.38720253e-04
 -4.43261332e-04 -5.47099301e-04 -6.49905533e-04 -7.51352340e-04
 -8.51114868e-04 -9.48873091e-04 -1.04431387e-03 -1.13713302e-03
 -1.22703745e-03 -1.31374717e-03 -1.39699730e-03 -1.47653996e-03
 -1.55214603e-03 -1.62360671e-03 -1.69073502e-03 -1.75336694e-03
 -1.81136244e-03 -1.86460625e-03 -1.91300845e-03 -1.95650468e-03
 -1.99505631e-03 -2.02865019e-03 -2.05729833e-03 -2.08103726e-03
 -2.09992721e-03 -2.11405115e-03 -2.12351361e-03 -2.12843937e-03
 -2.12897196e-03 -2.12527220e-03 -2.11751642e-03 -2.10589483e-03
 -2.09060968e-03 -2.07187350e-03 -2.04990721e-03 -2.02493837e-03
 -1.99719936e-03 -1.96692563e-03 -1.93435402e-03 -1.89972114e-03
 -1.86326180e-03 -1.82520761e-03 -1.78578563e-03 -1.74521709e-03
 -1.70371635e-03 -1.66148982e-03 -1.61873518e-03 -1.57564055e-03
 -1.53238390e-03 -1.48913257e-03 -1.44604284e-03 -1.40325971e-03
 -1.36091673e-03 -1.31913594e-03 -1.27802794e-03 -1.23769204e-03
 -1.19821647e-03 -1.15967868e-03 -1.12214574e-03 -1.08567477e-03
 -1.05031339e-03 -1.01610026e-03 -9.83065659e-04 -9.51232015e-04
 -9.20614543e-04 -8.91221828e-04 -8.63056427e-04 -8.36115470e-04
 -8.10391235e-04 -7.85871714e-04 -7.62541151e-04 -7.40380547e-04
 -7.19368140e-04 -6.99479841e-04 -6.80689634e-04 -6.62969941e-04
 -6.46291936e-04 -6.30625826e-04 -6.15941088e-04 -6.02206663e-04
 -5.89391120e-04 -5.77462772e-04 -5.66389773e-04 -5.56140173e-04
 -5.46681955e-04 -5.37983047e-04 -5.30011318e-04 -5.22734560e-04
 -5.16120464e-04 -5.10136589e-04 -5.04750343e-04 -4.99928954e-04
 -4.95639471e-04 -4.91848765e-04 -4.88523558e-04 -4.85630473e-04
 -4.83136105e-04 -4.81007127e-04 -4.79210417e-04 -4.77713218e-04
 -4.76483326e-04]","[ 0.          0.          0.00136047  0.00092168  0.00052665  0.0001717
 -0.00014658 -0.00043131 -0.00068536 -0.00091138 -0.00111179 -0.00128882
 -0.00144453 -0.00158078 -0.00169933 -0.00180174 -0.00188948 -0.00196389
 -0.00202619 -0.00207751 -0.00211888 -0.00215126 -0.0021755  -0.0021924
 -0.0022027  -0.00220705 -0.00220607 -0.00220033 -0.00219032 -0.00217651
 -0.00215934 -0.00213919 -0.00211642 -0.00209135 -0.00206427 -0.00203546
 -0.00200516 -0.0019736  -0.00194097 -0.00190745 -0.00187322 -0.00183843
 -0.0018032  -0.00176767 -0.00173194 -0.00169612 -0.00166028 -0.00162452
 -0.0015889  -0.00155349 -0.00151835 -0.00148351 -0.00144904 -0.00141496
 -0.00138131 -0.00134813 -0.00131542 -0.00128323 -0.00125156 -0.00122043
 -0.00118986 -0.00115984 -0.0011304  -0.00110154 -0.00107325 -0.00104554
 -0.00101842 -0.00099188 -0.00096592 -0.00094053 -0.00091572 -0.00089147
 -0.00086779 -0.00084466 -0.00082207 -0.00080003 -0.00077853 -0.00075755
 -0.00073708 -0.00071712 -0.00069766 -0.0006787  -0.00066021 -0.00064219
 -0.00062464 -0.00060753 -0.00059088 -0.00057465 -0.00055885 -0.00054346
 -0.00052848 -0.0005139  -0.0004997  -0.00048588 -0.00047243 -0.00045934
 -0.0004466  -0.00043421 -0.00042215 -0.00041041 -0.000399   -0.00038789
 -0.00037709 -0.00036658 -0.00035636]","[0.06377055 0.06373768 0.06370403 0.06366959 0.06363438 0.06359841
 0.06356167 0.06352418 0.06348595 0.06344698 0.06340727 0.06336684
 0.06332569 0.06328382 0.06324125 0.06319799 0.06315403 0.06310938
 0.06306406 0.06301807 0.06297141 0.06292409 0.06287612 0.06282751
 0.06277826 0.06272839 0.06267788 0.06262676 0.06257503 0.0625227
 0.06246977 0.06241625 0.06236215 0.06230747 0.06225222 0.06219641
 0.06214004 0.06208313 0.06202567 0.06196768 0.06190915 0.06185011
 0.06179055 0.06173049 0.06166992 0.06160886 0.06154731 0.06148528
 0.06142277 0.0613598  0.06129637 0.06123249 0.06116815 0.06110338
 0.06103817 0.06097254 0.06090649 0.06084003 0.06077316 0.06070589
 0.06063822 0.06057018 0.06050175 0.06043295 0.06036379 0.06029426
 0.06022439 0.06015417 0.06008362 0.06001273 0.05994152 0.05986999
 0.05979815 0.059726   0.05965356 0.05958083 0.05950781 0.05943452
 0.05936096 0.05928714 0.05921305 0.05913872 0.05906415 0.05898934
 0.0589143  0.05883904 0.05876356 0.05868788 0.05861199 0.05853591
 0.05845964 0.05838319 0.05830656 0.05822977 0.05815281 0.0580757
 0.05799845 0.05792105 0.05784352 0.05776586 0.05768808 0.05761019
 0.05753219 0.05745409 0.0573759 ]",[],[]
