0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.1281373811441475,0.09275815315689437,0.06494720205403878,0.12342925075669087,0.11375267953966599,0.09179693024416552,0.05359624490225845,0.040368836536284494,0.1120627840372699,0.031041244849639486,0.06117430280000401,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.018762525674053492,0.01777287684831705,0.005440221567247964
0.1281373811441475,0.0907342528793717,0.06494720205403878,0.12342925075669087,0.11298702495345658,0.09179693024416552,0.05359624490225845,0.040368836536284494,0.1120627840372699,0.031041244849639486,0.06117430280000401,0.03810162882444023,0.06708137223536721,0.06025849040420541,0.040779824372893216,0.018762525674053492,0.01816735383884777,0.005440221567247964
0.12513792531763182,0.08870087663936096,0.06262706297330554,0.12180947652033233,0.11068192869998573,0.08872925077620077,0.05359624490225845,0.040368836536284494,0.10966435172189108,0.031041244849639486,0.05896880359365979,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.039805250091486465,0.018762525674053492,0.01856762811689336,0.005440221567247964
0.12363039305965784,0.0907342528793717,0.06417787241431923,0.12180947652033233,0.11222001814552436,0.08924326094260779,0.05018381981196097,0.040368836536284494,0.11000824336586201,0.031041244849639486,0.05970758104446077,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.019593077135433748,0.01856762811689336,0.005440221567247964
0.12664024269430368,0.0907342528793717,0.0657231638137078,0.12342925075669087,0.11375267953966599,0.09078165134413589,0.05018381981196097,0.040368836536284494,0.11035186291819041,0.031041244849639486,0.06044510389635179,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.019593077135433748,0.01816735383884777,0.005440221567247964
0.12363039305965784,0.0907342528793717,0.06417787241431923,0.12342925075669087,0.11222001814552436,0.09230732457004287,0.05359624490225845,0.040368836536284494,0.10828919304506839,0.031041244849639486,0.05896880359365979,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.020005899317872923,0.018967533815592783,0.006782320503110863
0.12363039305965784,0.0907342528793717,0.06494720205403878,0.12342925075669087,0.11298702495345658,0.09281711977108952,0.05359624490225845,0.040368836536284494,0.11000824336586201,0.031041244849639486,0.06044510389635179,0.03810162882444023,0.06708137223536721,0.06025849040420541,0.040779824372893216,0.02041832946142648,0.018967533815592783,0.006782320503110863
0.12363039305965784,0.0907342528793717,0.06417787241431923,0.12342925075669087,0.11222001814552436,0.09230732457004287,0.05018381981196097,0.03799017749599972,0.10966435172189108,0.02870572472169641,0.05896880359365979,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.020005899317872923,0.01816735383884777,0.005440221567247964
0.12363039305965784,0.08870087663936096,0.06417787241431923,0.12180947652033233,0.11068192869998573,0.08975666347028027,0.05018381981196097,0.03799017749599972,0.10690651876559482,0.02870572472169641,0.057494601678728045,0.03810162882444023,0.06354730066123299,0.05756385560809073,0.039805250091486465,0.019593077135433748,0.01816735383884777,0.005440221567247964
0.12211760959018444,0.0907342528793717,0.0664897633262309,0.12342925075669087,0.11451698666365692,0.09332631725221845,0.05018381981196097,0.040368836536284494,0.1079439369488225,0.02870572472169641,0.05970758104446077,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.02041832946142648,0.01816735383884777,0.005440221567247964
0.12363039305965784,0.09477266538237696,0.06726297630053066,0.12665078745601854,0.11527995105984931,0.09787523239455771,0.05359624490225845,0.040368836536284494,0.11069521080910097,0.02870572472169641,0.06044510389635179,0.03810162882444023,0.06532918604911217,0.06025849040420541,0.040779824372893216,0.020005899317872923,0.01777287684831705,0.005440221567247964
0.12211760959018444,0.09275815315689437,0.06726297630053066,0.12342925075669087,0.11375267953966599,0.09636180878608254,0.05018381981196097,0.03799017749599972,0.10759840616196488,0.031041244849639486,0.0582358890098253,0.03810162882444023,0.06354730066123299,0.05756385560809073,0.038839595871505705,0.019176137723207864,0.01777287684831705,0.005440221567247964
0.11905797388921886,0.09275815315689437,0.06726297630053066,0.12342925075669087,0.11451698666365692,0.09686686954431423,0.04674436944716887,0.03564638309508095,0.10828919304506839,0.02870572472169641,0.05896880359365979,0.03810162882444023,0.06354730066123299,0.05756385560809073,0.039805250091486465,0.019176137723207864,0.016970490669396435,0.004093962287044873
0.11752915090067284,0.0907342528793717,0.0657231638137078,0.12342925075669087,0.11298702495345658,0.09535715790353903,0.04674436944716887,0.03564638309508095,0.1079439369488225,0.026357576848900326,0.057494601678728045,0.033392507251777906,0.06354730066123299,0.05756385560809073,0.038839595871505705,0.01793038280934622,0.015770319972274526,0.004093962287044873
0.1159949270626996,0.0907342528793717,0.06726297630053066,0.12342925075669087,0.11375267953966599,0.09585615998585192,0.04674436944716887,0.03564638309508095,0.10586977150452125,0.026357576848900326,0.05675919289596327,0.033392507251777906,0.06178076873098839,0.05756385560809073,0.037871789732707495,0.01793038280934622,0.016172808595804306,0.004093962287044873
